source_id,guid,doc_id,scale,raw_text,text,lexical,structural,other,label_type,label,set,label_mapped_to_big5,facet
IPIP,ibelieveonlyinmyself,Q3242,AB5C,Believe only in myself,I believe only in myself.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
IPIP,ibelievethatcriminalsshouldreceivehelpratherthanpunishment,Q3244,AB5C,Believe that criminals should receive help rather than punishment,I believe that criminals should receive help rather than punishment.,1,1,1,hard,openness,train,openness,rationality
IPIP,ibelievethatiambetterthanothers,Q3245,AB5C,Believe that I am better than others,I believe that I am better than others.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
IPIP,iboastaboutmyvirtues,Q3247,AB5C,Boast about my virtues,I boast about my virtues.,1,1,1,hard,agreeableness,train,agreeableness,provocativeness
IPIP,ibottleupmyfeelings,Q3248,AB5C,Bottle up my feelings,I bottle up my feelings.,1,1,1,hard,extraversion,train,extraversion,gregariousness
IPIP,icaneasilylinkfactstogether,Q3252,AB5C,Can easily link facts together,I can easily link facts together.,1,1,1,hard,openness,train,openness,creativity/originality
IPIP,icaneasilypushmyselfforward,Q3253,AB5C,Can easily push myself forward,I can easily push myself forward.,1,1,1,hard,extraversion,train,extraversion,assertiveness
IPIP,icanhandlecomplexproblems,Q3255,AB5C,Can handle complex problems,I can handle complex problems.,1,1,1,hard,neuroticism,train,neuroticism,quickness
IPIP,itendtofeelthesameeveryday,Q3256,AB5C,Tend to feel the same every day,I tend to feel the same every day.,1,1,1,hard,neuroticism,train,neuroticism,tranquility
IPIP,icantakestrongmeasures,Q3257,AB5C,Can take strong measures,I can take strong measures.,1,1,1,hard,extraversion,train,extraversion,provocativeness
IPIP,icannotbebotheredwithothersneeds,Q3258,AB5C,Can't be bothered with other's needs,I cannot be bothered with others needs.,1,1,1,hard,agreeableness,train,agreeableness,understanding
IPIP,icannotdowithoutthecompanyofothers,Q3261,AB5C,Can't do without the company of others,I cannot do without the company of others.,1,1,1,hard,extraversion,train,extraversion,sociability
IPIP,icannotmakeupmymind,Q3262,AB5C,Can't make up my mind,I cannot make up my mind.,1,1,1,hard,neuroticism,train,neuroticism,purposefulness
IPIP,icannotstandbeingalone,Q3263,AB5C,Can't stand being alone,I cannot stand being alone.,1,1,1,hard,openness,train,openness,introspection/private self-consciousness
IPIP,iamattachedtoconventionalways,Q3264,AB5C,Am attached to conventional ways,I am attached to conventional ways.,1,1,1,hard,openness,train,openness,cool-headedness
IPIP,icannotstandconfrontations,Q3265,AB5C,Can't stand confrontations,I cannot stand confrontations.,1,1,1,hard,agreeableness,train,agreeableness,provocativeness
IPIP,icarryoutmyplans,Q3266,AB5C,Carry out my plans,I carry out my plans.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
IPIP,icatchontothingsquickly,Q3268,AB5C,Catch on to things quickly,I catch on to things quickly.,1,1,1,hard,openness,train,openness,quickness
IPIP,ichallengeotherspointsofview,Q3269,AB5C,Challenge others' points of view,I challenge others points of view.,1,1,1,hard,agreeableness,train,agreeableness,creativity/originality
IPIP,iameasilyconfused,Q3270,AB5C,Am easily confused,I am easily confused.,1,1,1,hard,neuroticism,train,neuroticism,toughness
IPIP,icherishmementos,Q3272,AB5C,Cherish mementos,I cherish mementos.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
IPIP,icomestraighttothepoint,Q3273,AB5C,Come straight to the point,I come straight to the point.,1,1,1,hard,conscientiousness,train,conscientiousness,rationality
IPIP,icomeupwithasolutionrightaway,Q3274,AB5C,Come up with a solution right away,I come up with a solution right away.,1,1,1,hard,extraversion,train,extraversion,assertiveness
IPIP,icommentloudlyaboutothers,Q3276,AB5C,Comment loudly about others,I comment loudly about others.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,icompletetaskssuccessfully,Q3277,AB5C,Complete tasks successfully,I complete tasks successfully.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
IPIP,icontradictothers,Q3280,AB5C,Contradict others,I contradict others.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
IPIP,icriticizeothersshortcomings,Q3281,AB5C,Criticize others' shortcomings,I criticize others shortcomings.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
IPIP,iameasilydisturbed,Q3282,AB5C,Am easily disturbed,I am easily disturbed.,1,1,1,hard,neuroticism,train,neuroticism,stability
IPIP,iameasilyexcited,Q3283,AB5C,Am easily excited,I am easily excited.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
IPIP,idaretosayanything,Q3284,AB5C,Dare to say anything,I dare to say anything.,1,1,1,hard,extraversion,train,extraversion,provocativeness
IPIP,iameasilyfrightened,Q3285,AB5C,Am easily frightened,I am easily frightened.,1,1,1,hard,neuroticism,train,neuroticism,toughness
IPIP,iameasilyhurt,Q3286,AB5C,Am easily hurt,I am easily hurt.,1,1,1,hard,neuroticism,train,neuroticism,toughness
IPIP,idemandperfectioninothers,Q3287,AB5C,Demand perfection in others,I demand perfection in others.,1,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
IPIP,idemandquality,Q3288,AB5C,Demand quality,I demand quality.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
IPIP,idemandtobethecenterofinterest,Q3289,AB5C,Demand to be the center of interest,I demand to be the center of interest.,1,1,1,hard,extraversion,train,extraversion,talkativeness
IPIP,idetectmistakes,Q3290,AB5C,Detect mistakes,I detect mistakes.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
IPIP,idislikelearning,Q3293,AB5C,Dislike learning,I dislike learning.,1,1,1,hard,openness,train,openness,intellect
IPIP,iameasilymovedtotears,Q3294,AB5C,Am easily moved to tears,I am easily moved to tears.,1,1,1,hard,agreeableness,train,agreeableness,imperturbability
IPIP,idislikeneighborslivingtooclose,Q3295,AB5C,Dislike neighbors living too close,I dislike neighbors living too close.,1,1,1,hard,extraversion,train,extraversion,sociability
IPIP,idislikeroutine,Q3296,AB5C,Dislike routine,I dislike routine.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
IPIP,idisliketalkingaboutmyself,Q3297,AB5C,Dislike talking about myself,I dislike talking about myself.,1,1,1,hard,extraversion,train,extraversion,talkativeness
IPIP,idisregardrules,Q3298,AB5C,Disregard rules,I disregard rules.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
IPIP,idoalotinmysparetime,Q3299,AB5C,Do a lot in my spare time,I do a lot in my spare time.,1,1,1,hard,extraversion,train,extraversion,assertiveness
IPIP,idoimproperthings,Q3302,AB5C,Do improper things,I do improper things.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
IPIP,idomostofthetalking,Q3303,AB5C,Do most of the talking,I do most of the talking.,1,1,1,hard,extraversion,train,extraversion,talkativeness
IPIP,idonotenjoywatchingdanceperformances,Q3305,AB5C,Do not enjoy watching dance performances,I do not enjoy watching dance performances.,1,1,1,hard,openness,train,openness,reflection
IPIP,idonotlikeart,Q3307,AB5C,Do not like art,I do not like art.,1,1,1,hard,openness,train,openness,imagination
IPIP,idonotlikeconcerts,Q3308,AB5C,Do not like concerts,I do not like concerts.,1,1,1,hard,openness,train,openness,reflection
IPIP,idonotlikepoetry,Q3309,AB5C,Do not like poetry,I do not like poetry.,1,1,1,hard,openness,train,openness,imagination
IPIP,idonotplanahead,Q3310,AB5C,Do not plan ahead,I do not plan ahead.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
IPIP,idotheoppositeofwhatisasked,Q3311,AB5C,Do the opposite of what is asked,I do the opposite of what is asked.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
IPIP,idothingsatmyownpace,Q3313,AB5C,Do things at my own pace,I do things at my own pace.,1,1,1,hard,openness,train,openness,introspection/private self-consciousness
IPIP,idothingsatthelastminute,Q3314,AB5C,Do things at the last minute,I do things at the last minute.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
IPIP,iameasilyoffended,Q3316,AB5C,Am easily offended,I am easily offended.,1,1,1,hard,neuroticism,train,neuroticism,toughness
IPIP,idothingsinalogicalorder,Q3318,AB5C,Do things in a logical order,I do things in a logical order.,1,1,1,hard,conscientiousness,train,conscientiousness,rationality
IPIP,idonotcallpeoplejusttotalk,Q3319,AB5C,Don't call people just to talk,I do not call people just to talk.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
IPIP,idonotcareaboutrules,Q3321,AB5C,Don't care about rules,I do not care about rules.,1,1,1,hard,conscientiousness,train,conscientiousness,morality
IPIP,idonotfallforsobstories,Q3322,AB5C,Don't fall for sob-stories,I do not fall for sob stories.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
IPIP,idonotgetexcitedaboutthings,Q3323,AB5C,Don't get excited about things,I do not get excited about things.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
IPIP,idonothaveasoftside,Q3324,AB5C,Don't have a soft side,I do not have a soft side.,1,1,1,hard,agreeableness,train,agreeableness,empathy
IPIP,iamfilledwithdoubtsaboutthings,Q3325,AB5C,Am filled with doubts about things,I am filled with doubts about things.,1,1,1,hard,neuroticism,train,neuroticism,happiness
IPIP,idonotliketodrawattentiontomyself,Q3327,AB5C,Don't like to draw attention to myself,I do not like to draw attention to myself.,1,1,1,hard,extraversion,train,extraversion,gregariousness
IPIP,idonotliketoponderoverthings,Q3328,AB5C,Don't like to ponder over things,I do not like to ponder over things.,1,1,1,hard,openness,train,openness,introspection/private self-consciousness
IPIP,iamguidedbymymoods,Q3329,AB5C,Am guided by my moods,I am guided by my moods.,1,1,1,hard,neuroticism,train,neuroticism,moderation
IPIP,idonotmindbeingthecenterofattention,Q3330,AB5C,Don't mind being the center of attention,I do not mind being the center of attention.,1,1,1,hard,extraversion,train,extraversion,provocativeness
IPIP,idonotmindeatingalone,Q3331,AB5C,Don't mind eating alone,I do not mind eating alone.,1,1,1,hard,extraversion,train,extraversion,introspection/private self-consciousness
IPIP,idonotpayattention,Q3332,AB5C,Don't pay attention,I do not pay attention.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
IPIP,idonotseethingsthrough,Q3333,AB5C,Don't see things through,I do not see things through.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
IPIP,idonotthinklawsapplytome,Q3335,AB5C,Don't think that laws apply to me,I do not think laws apply to me.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
IPIP,idonotunderstandthings,Q3337,AB5C,Don't understand things,I do not understand things.,1,1,1,hard,conscientiousness,train,conscientiousness,quickness
IPIP,iamnotsurewheremylifeisgoing,Q3338,AB5C,Am not sure where my life is going,I am not sure where my life is going.,1,1,1,hard,neuroticism,train,neuroticism,moderation
IPIP,ienjoybeingpartofaloudcrowd,Q3340,AB5C,Enjoy being part of a loud crowd,I enjoy being part of a loud crowd.,1,1,1,hard,extraversion,train,extraversion,sociability
IPIP,ienjoybeingreckless,Q3341,AB5C,Enjoy being reckless,I enjoy being reckless.,1,1,1,hard,extraversion,train,extraversion,cooperation
IPIP,ienjoycontemplation,Q3342,AB5C,Enjoy contemplation,I enjoy contemplation.,1,1,1,hard,openness,train,openness,introspection/private self-consciousness
IPIP,ienjoycrudejokes,Q3343,AB5C,Enjoy crude jokes,I enjoy crude jokes.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,ienjoyexaminingmyselfandmylife,Q3345,AB5C,Enjoy examining myself and my life,I enjoy examining myself and my life.,1,1,1,hard,openness,train,openness,depth
IPIP,ienjoymyprivacy,Q3346,AB5C,Enjoy my privacy,I enjoy my privacy.,1,1,1,hard,extraversion,train,extraversion,introspection/private self-consciousness
IPIP,ienjoysilence,Q3347,AB5C,Enjoy silence,I enjoy silence.,1,1,1,hard,extraversion,train,extraversion,sociability
IPIP,ienjoyspendingtimebymyself,Q3348,AB5C,Enjoy spending time by myself,I enjoy spending time by myself.,1,1,1,hard,extraversion,train,extraversion,introspection/private self-consciousness
IPIP,ienjoythebeautyofnature,Q3349,AB5C,Enjoy the beauty of nature,I enjoy the beauty of nature.,1,1,1,hard,openness,train,openness,reflection
IPIP,ienjoythinkingaboutthings,Q3350,AB5C,Enjoy thinking about things,I enjoy thinking about things.,1,1,1,hard,openness,train,openness,intellect
IPIP,ienjoywildflightsoffantasy,Q3351,AB5C,Enjoy wild flights of fantasy,I enjoy wild flights of fantasy.,1,1,1,hard,openness,train,openness,imagination
IPIP,iexcelinwhatido,Q3352,AB5C,Excel in what I do,I excel in what I do.,1,1,1,hard,conscientiousness,train,conscientiousness,competence
IPIP,iexpectdedicatedworkfromothers,Q3353,AB5C,Expect dedicated work from others,I expect dedicated work from others.,1,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
IPIP,iamofteninabadmood,Q3354,AB5C,Am often in a bad mood,I am often in a bad mood.,1,1,1,hard,neuroticism,train,neuroticism,calmness
IPIP,iamswayedbymyemotions,Q3355,AB5C,Am swayed by my emotions,I am swayed by my emotions.,1,1,1,hard,neuroticism,train,neuroticism,tranquility
IPIP,iexpresschildlikejoy,Q3356,AB5C,Express childlike joy,I express childlike joy.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
IPIP,ibargeinonconversations,Q3359,AB5C,Barge in on conversations,I barge in on conversations.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
