source_id,guid,doc_id,scale,raw_text,text,lexical,structural,other,label_type,label,set,label_mapped_to_big5,facet
IPIP,ipreferreadingtomeetingpeople,Q1128,EPQ,I prefer reading to meeting people,I prefer reading to meeting people.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,ihaveenemieswhowanttoharmme,Q1129,EPQ,I have enemies who want to harm me,I have enemies who want to harm me.,0,0,0,soft,other,test,agreeableness,epq:p
IPIP,ihavemanyfriends,Q1131,EPQ,I have many friends,I have many friends.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,ienjoypracticaljokesthatcansometimesreallyhurtpeople,Q1132,EPQ,I enjoy practical jokes that can sometimes really hurt people,I enjoy practical jokes that can sometimes really hurt people.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,iwouldcallmyselfhappygolucky,Q1134,EPQ,#N/A,I would call myself happy go lucky.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,goodmannersandcleanlinessmattertome,Q1135,EPQ,#N/A,Good manners and cleanliness matter to me.,0,0,0,soft,other,train,conscientiousness,epq:p
IPIP,ihaveoftengoneagainstmyparentswishes,Q1136,EPQ,I have often gone against my parents' wishes,I have often gone against my parents wishes.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,iworryaboutawfulthingsthatmighthappen,Q1137,EPQ,I worry about awful things that might happen,I worry about awful things that might happen.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,iusuallytaketheinitiativeinmakingnewfriends,Q1138,EPQ,I usually take the initiative in making new friends,I usually take the initiative in making new friends.,0,0,0,soft,other,test,extraversion,epq:e
IPIP,iwouldcallmyselftenseorhighlystrung,Q1139,EPQ,#N/A,I would call myself tense or highly strung.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,iamreadytodobattleforacause,Q114,TCI,Am ready to do battle for a cause,I am ready to do battle for a cause.,0,0,0,soft,other,train,conscientiousness,industriousness/perseverance/persistence
IPIP,iammostlyquietwhenwithotherpeople,Q1140,EPQ,I am mostly quiet when with other people,I am mostly quiet when with other people.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,ithinkmarriageisoldfashionedandshouldbedoneawaywith,Q1141,EPQ,I think marriage is old-fashioned and should be done away with,I think marriage is old-fashioned and should be done away with.,0,0,0,soft,other,train,openness,epq:p
IPIP,iammoreeasygoingaboutrightandwrongthanmostpeople,Q1142,EPQ,I am more easy-going about right and wrong than most people,I am more easy-going about right and wrong than most people.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,icaneasilygetsomelifeintoadullparty,Q1143,EPQ,I can easily get some life into a dull party,I can easily get some life into a dull party.,0,0,0,soft,other,test,extraversion,epq:e
IPIP,iworryaboutmyhealth,Q1144,EPQ,Worry about my health,I worry about my health.,0,0,0,soft,other,train,neuroticism,health anxiety
IPIP,ienjoycooperatingwithothers,Q1145,EPQ,I enjoy cooperating with others,I enjoy cooperating with others.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,iliketellingjokesandfunnystoriestomyfriends,Q1146,EPQ,I like telling jokes and funny stories to my friends,I like telling jokes and funny stories to my friends.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,imostthingstastethesametome,Q1147,EPQ,I most things taste the same to me,I most things taste the same to me.,0,0,0,soft,other,train,openness,epq:p
IPIP,ilikemixingwithpeople,Q1148,EPQ,I like mixing with people,I like mixing with people.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,iworryifiknowtherearemistakesinmywork,Q1149,EPQ,I worry if i know there are mistakes in my work,I worry if I know there are mistakes in my work.,0,0,0,soft,other,train,conscientiousness,epq:p
IPIP,isufferfromsleeplessness,Q1150,EPQ,I suffer from sleeplessness,I suffer from sleeplessness.,0,0,0,soft,other,test,neuroticism,epq:n
IPIP,peoplehavesaidthatisometimesactrashly,Q1151,EPQ,I people have said that i sometimes act rashly,People have said that I sometimes act rashly.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,inearlyalwayshaveareadyanswerwhentalkingtopeople,Q1152,EPQ,I nearly always have a ready answer when talking to people,I nearly always have a ready answer when talking to people.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,iliketoarriveatappointmentsinplentyoftime,Q1153,EPQ,I like to arrive at appointments in plenty of time,I like to arrive at appointments in plenty of time.,0,0,0,soft,other,train,conscientiousness,epq:p
IPIP,ioftenfeellistlessandtiredfornoreason,Q1154,EPQ,I often feel listless and tired for no reason,I often feel listless and tired for no reason.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,ilikedoingthingsinwhichihavetoactquickly,Q1155,EPQ,I like doing things in which i have to act quickly,I like doing things in which I have to act quickly.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,mymotherisorwasagoodwoman,Q1156,EPQ,I my mother is (or was) a good woman,My mother is or was a good woman.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,ioftenmakedecisionsonthespurofthemoment,Q1157,EPQ,I often make decisions on the spur of the moment,I often make decisions on the spur of the moment.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,ioftenfeellifeisverydull,Q1158,EPQ,I often feel life is very dull,I often feel life is very dull.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,ioftentakeonmoreactivitiesthanihavetimefor,Q1159,EPQ,I often take on more activities than i have time for,I often take on more activities than I have time for.,0,0,0,soft,other,test,extraversion,epq:e
IPIP,iamresignedtomyfate,Q116,TCI,Am resigned to my fate,I am resigned to my fate.,0,0,0,soft,other,train,neuroticism,"locus of control,chance"
IPIP,thereareseveralpeoplewhokeeptryingtoavoidme,Q1160,EPQ,I there are several people who keep trying to avoid me,There are several people who keep trying to avoid me.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,iworryalotaboutmylooks,Q1161,EPQ,I worry a lot about my looks,I worry a lot about my looks.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,peoplespendtoomuchtimesafeguardingtheirfuturewithsavingsandinsurance,Q1162,EPQ,I people spend too much time safeguarding their future with savings and insurance,People spend too much time safeguarding their future with savings and insurance.,0,0,0,soft,other,train,conscientiousness,epq:p
IPIP,ihaveoncewishedthatiweredead,Q1163,EPQ,I have once wished that i were dead,I have once wished that I were dead.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,icangetapartygoing,Q1164,EPQ,I can get a party going,I can get a party going.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,itrynottoberudetopeople,Q1165,EPQ,I try not to be rude to people,I try not to be rude to people.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,iworrytoolongafteranembarrassingexperience,Q1166,EPQ,I worry too long after an embarrassing experience,I worry too long after an embarrassing experience.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,igenerallylookbeforeileap,Q1167,EPQ,I generally look before i leap,I generally look before I leap.,0,0,0,soft,other,train,conscientiousness,epq:p
IPIP,isufferfromnerves,Q1168,EPQ,I suffer from nerves,I suffer from nerves.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,ioftenfeellonely,Q1169,EPQ,I often feel lonely,I often feel lonely.,0,0,0,soft,other,test,neuroticism,epq:n
IPIP,iameasilyhurtwhenpeoplefindfaultwithmeortheworkido,Q1171,EPQ,I am easily hurt when people find fault with me or the work i do,I am easily hurt when people find fault with me or the work I do.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,itisbettertofollowsocietyrulesthantogomyownway,Q1172,EPQ,It is better to follow society's rules than to go my own way,It is better to follow society rules than to go my own way.,0,0,0,soft,other,train,conscientiousness,epq:p
IPIP,ilikehavingplentyofbustleandexcitementaround,Q1173,EPQ,I like having plenty of bustle and excitement around,I like having plenty of bustle and excitement around.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,iwouldlikeforotherpeopletobeafraidofme,Q1174,EPQ,I would like for other people to be afraid of me,I would like for other people to be afraid of me.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,iamsometimesbubblingoverwithenergyandsometimesverysluggish,Q1175,EPQ,I am sometimes bubbling over with energy and sometimes very sluggish,I am sometimes bubbling over with energy and sometimes very sluggish.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,iotherpeoplethinkofmeasbeingverylively,Q1176,EPQ,I other people think of me as being very lively,Other people think of me as being very lively.,0,0,0,soft,other,train,extraversion,epq:e
IPIP,ibelieveonehasspecialdutiestoonefamily,Q1178,EPQ,I believe one has special duties to one's family,I believe one has special duties to one family.,0,0,0,soft,other,train,agreeableness,epq:p
IPIP,iamtouchyaboutsomethings,Q1179,EPQ,I am touchy about some things,I am touchy about some things.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,iwouldfeelverysorryforananimalcaughtinatrap,Q1180,EPQ,I would feel very sorry for an animal caught in a trap,I would feel very sorry for an animal caught in a trap.,0,0,0,soft,other,train,conscientiousness,epq:p
IPIP,whenmytemperrisesifinditdifficulttocontrol,Q1181,EPQ,#N/A,When my temper rises I find it difficult to control.,0,0,0,soft,other,train,neuroticism,epq:n
IPIP,ibelievethattheendjustifiesthemeans,Q127,TCI,Believe that the end justifies the means,I believe that the end justifies the means.,0,0,0,soft,other,train,agreeableness,morality
IPIP,iliketowatchchildrenopenpresents,Q1282,EI,Like to watch children open presents,I like to watch children open presents.,0,0,0,soft,agreeableness,train,agreeableness,responsive joy
IPIP,ikeepmyfeelingstomyselfregardlessofhowunhappyiam,Q1283,EI,"Keep my feelings to myself, regardless of how unhappy I am",I keep my feelings to myself regardless of how unhappy I am.,0,1,0,soft,extraversion,test,extraversion,negative expressivity
IPIP,irarelyanalyzemyemotions,Q1289,EI,Rarely analyze my emotions,I rarely analyze my emotions.,0,1,0,soft,openness,test,openness,attention to emotions
IPIP,ibelievetherearemanysidestomostissues,Q129,TCI,Believe that there are many sides to most issues,I believe that there are many sides to most issues.,0,0,0,soft,other,train,agreeableness,tolerance
IPIP,iamunaffectedbyotherpeoplehappiness,Q1292,EI,Am unaffected by other people's happiness,I am unaffected by other people happiness.,0,0,0,soft,openness,train,openness,responsive joy
IPIP,imakedecisionsbasedonfactsnotfeelings,Q1296,EI,"Make decisions based on facts, not feelings",I make decisions based on facts not feelings.,0,0,0,soft,conscientiousness,train,conscientiousness,emotion-based decision-making
IPIP,ipayalotofattentiontomyfeelings,Q1299,EI,Pay a lot of attention to my feelings,I pay a lot of attention to my feelings.,0,0,0,soft,openness,train,openness,attention to emotions
IPIP,ifinditdifficultshowingpeoplethatiamangrywiththem,Q1302,EI,Find it difficult showing people that I'm angry with them,I find it difficult showing people that I am angry with them.,0,0,0,soft,extraversion,train,extraversion,negative expressivity
IPIP,iamusuallyawareofthewaythatiamfeeling,Q1305,EI,Am usually aware of the way that I'm feeling,I am usually aware of the way that I am feeling.,0,0,0,soft,extraversion,train,extraversion,attention to emotions
IPIP,ibelievethatemotionsgivedirectiontolife,Q1307,IPIP,Believe that emotions give direction to life,I believe that emotions give direction to life.,0,0,0,soft,other,test,agreeableness,
IPIP,iremaincalmduringemergencies,Q1311,EI,Remain calm during emergencies,I remain calm during emergencies.,0,0,0,soft,neuroticism,train,neuroticism,responsive distress
IPIP,ikeepmyfeelingstomyselfregardlessofhowscarediam,Q1312,EI,"Keep my feelings to myself, regardless of how scared I am",I keep my feelings to myself regardless of how scared I am.,0,0,0,soft,extraversion,train,extraversion,negative expressivity
IPIP,ihavedifficultyshowingaffection,Q1314,EI,Have difficulty showing affection,I have difficulty showing affection.,0,0,0,soft,extraversion,train,extraversion,positive expressivity
IPIP,inoticemyemotions,Q1316,EI,Notice my emotions,I notice my emotions.,0,0,0,soft,openness,train,openness,attention to emotions
IPIP,iamupsetbythemisfortunesofstrangers,Q1317,EI,Am upset by the misfortunes of strangers,I am upset by the misfortunes of strangers.,0,0,0,soft,agreeableness,train,agreeableness,responsive distress
IPIP,icanacceptalotfromothers,Q132,TCI,Can accept a lot from others,I can accept a lot from others.,0,0,0,soft,other,train,agreeableness,tolerance
IPIP,ihearvoicestalkingaboutmewhennobodyisreallythere,Q1320,CAT-PD,Hear voices talking about me when nobody is really there,I hear voices talking about me when nobody is really there.,0,0,0,soft,other,train,neuroticism,unusual experiences
IPIP,icannothelpbutlookupsetwhensomethingbadhappens,Q1322,EI,Can't help but look upset when something bad happens,I cannot help but look upset when something bad happens.,0,0,0,soft,neuroticism,train,neuroticism,negative expressivity
IPIP,ioftenstoptoanalyzehowiamfeeling,Q1324,EI,Often stop to analyze how I'm feeling,I often stop to analyze how I am feeling.,0,0,0,soft,openness,train,openness,attention to emotions
IPIP,ilistentomyfeelingswhenmakingimportantdecisions,Q1329,EI,Listen to my feelings when making important decisions,I listen to my feelings when making important decisions.,0,1,0,soft,openness,test,openness,emotion-based decision-making
IPIP,iusuallyenduplaughingifthepeoplearoundmearelaughing,Q1330,EI,Usually end up laughing if the people around me are laughing,I usually end up laughing if the people around me are laughing.,0,0,0,soft,extraversion,train,extraversion,responsive joy
IPIP,idislikebeingaroundhappypeoplewheniamfeelingsad,Q1334,EI,Dislike being around happy people when I'm feeling sad,I dislike being around happy people when I am feeling sad.,0,1,0,soft,neuroticism,test,neuroticism,responsive joy
IPIP,ibelievethatthepoordeserveoursympathy,Q1339,EI,Believe that the poor deserve our sympathy,I believe that the poor deserve our sympathy.,0,0,0,soft,agreeableness,train,agreeableness,empathy
IPIP,ibasemygoalsinlifeoninspirationratherthanlogic,Q1341,EI,"Base my goals in life on inspiration, rather than logic",I base my goals in life on inspiration rather than logic.,0,0,0,soft,conscientiousness,train,conscientiousness,emotion-based decision-making
IPIP,iwishicouldmoreeasilyshowmynegativefeelings,Q1343,EI,Wish I could more easily show my negative feelings,I wish I could more easily show my negative feelings.,0,0,0,soft,extraversion,train,extraversion,negative expressivity
IPIP,ifeelasifmybodyorapartofithasdisappeared,Q1344,CAT-PD,"I feel as if my body, or a part of it, has disappeared",I feel as if my body or a part of it has disappeared.,0,0,0,soft,other,train,neuroticism,unusual experiences
IPIP,ishoutorscreamwheniamangry,Q1345,EI,Shout or scream when I'm angry,I shout or scream when I am angry.,0,0,0,soft,neuroticism,train,neuroticism,negative expressivity
IPIP,ithinkaboutthecausesofmyemotions,Q1349,EI,Think about the causes of my emotions,I think about the causes of my emotions.,0,0,0,soft,openness,train,openness,attention to emotions
IPIP,ifinditdifficultshowingpeoplethaticareaboutthem,Q1356,EI,Find it difficult showing people that I care about them,I find it difficult showing people that I care about them.,0,1,0,soft,extraversion,test,extraversion,positive expressivity
IPIP,idislikechildrenbirthdayparties,Q1358,EI,Dislike children's birthday parties,I dislike children birthday parties.,0,0,0,soft,extraversion,train,extraversion,responsive joy
IPIP,iwouldbeupsetifisawaninjuredanimal,Q1362,EI,Would be upset if I saw an injured animal,I would be upset if I saw an injured animal.,0,0,0,soft,openness,train,openness,responsive distress
IPIP,isometimeslaughoutloudwhenreadingorwatchingtv,Q1364,EI,Sometimes laugh out loud when reading or watching TV,I sometimes laugh out loud when reading or watching tv.,0,0,0,soft,extraversion,train,extraversion,positive expressivity
IPIP,ilaughoutloudifsomethingisfunny,Q1366,EI,Laugh out loud if something is funny,I laugh out loud if something is funny.,0,0,0,soft,extraversion,train,extraversion,positive expressivity
IPIP,ihavelittlesympathyfortheunemployed,Q1368,EI,Have little sympathy for the unemployed,I have little sympathy for the unemployed.,0,0,0,soft,agreeableness,train,agreeableness,empathy
IPIP,ishowmyfear,Q1371,EI,Show my fear,I show my fear.,0,0,0,soft,neuroticism,train,neuroticism,negative expressivity
IPIP,iamabletodescribemyfeelingseasily,Q1374,CAT-PD,Am able to describe my feelings easily,I am able to describe my feelings easily.,0,0,0,soft,other,train,extraversion,emotional detachment
IPIP,ibelievethatimportantdecisionsshouldbebasedonlogicalreasoning,Q1376,IPIP,Believe that important decisions should be based on logical reasoning,I believe that important decisions should be based on logical reasoning.,0,0,0,soft,other,train,conscientiousness,
IPIP,ifeelotherpeoplejoy,Q1380,EI,Feel other people's joy,I feel other people joy.,0,0,0,soft,extraversion,train,extraversion,responsive joy
IPIP,irarelyshowmyanger,Q1383,EI,Rarely show my anger,I rarely show my anger.,0,0,0,soft,agreeableness,train,agreeableness,negative expressivity
IPIP,iamunaffectedbythesufferingofothers,Q1384,EI,Am unaffected by the suffering of others,I am unaffected by the suffering of others.,0,0,0,soft,agreeableness,train,agreeableness,responsive distress
IPIP,iplanmylifebasedonhowifeel,Q1386,EI,Plan my life based on how I feel,I plan my life based on how I feel.,0,1,0,soft,neuroticism,test,neuroticism,emotion-based decision-making
IPIP,iexpressmyhappinessinachildlikemanner,Q1387,EI,Express my happiness in a childlike manner,I express my happiness in a childlike manner.,0,1,0,soft,openness,test,openness,positive expressivity
IPIP,icareaboutjustice,Q139,TCI,Care about justice,I care about justice.,0,0,0,soft,other,test,agreeableness,morality
IPIP,iamstronglyinfluencedbythegoodmoodsofothers,Q1390,EI,Am strongly influenced by the good moods of others,I am strongly influenced by the good moods of others.,0,0,0,soft,openness,train,openness,responsive joy
IPIP,ihaveintentionallydonemyselfphysicalharm,Q1393,CAT-PD,I have intentionally done myself physical harm,I have intentionally done myself physical harm.,0,0,0,soft,other,train,neuroticism,self-harm
IPIP,ifindithardtostayinabadmoodifthepeoplearoundmearehappy,Q1394,EI,Find it hard to stay in a bad mood if the people around me are happy,I find it hard to stay in a bad mood if the people around me are happy.,0,0,0,soft,extraversion,train,extraversion,responsive joy
IPIP,ihugmyclosefriends,Q1397,EI,Hug my close friends,I hug my close friends.,0,0,0,soft,agreeableness,train,agreeableness,positive expressivity
IPIP,ikeepmyhappyfeelingstomyself,Q1402,EI,Keep my happy feelings to myself,I keep my happy feelings to myself.,0,1,0,soft,extraversion,test,extraversion,positive expressivity
IPIP,irarelythinkabouthowifeel,Q1405,EI,Rarely think about how I feel,I rarely think about how I feel.,0,0,0,soft,openness,train,openness,attention to emotions
IPIP,iseestrangefiguresorvisionswhennothingisreallythere,Q1406,CAT-PD,See strange figures or visions when nothing is really there,I see strange figures or visions when nothing is really there.,0,0,0,soft,other,train,conscientiousness,unusual experiences
IPIP,igetintroublewiththelaw,Q1407,CAT-PD,Get in trouble with the law,I get in trouble with the law.,0,0,0,soft,other,train,conscientiousness,norm violation
IPIP,iplanmylifelogically,Q1415,EI,Plan my life logically,I plan my life logically.,0,0,0,soft,conscientiousness,train,conscientiousness,emotion-based decision-making
IPIP,ihadtheexperienceoffeelingthatmybodydidnotbelongtome,Q1422,DES,Had the experience of feeling that my body did not belong to me,I had the experience of feeling that my body did not belong to me.,0,0,0,soft,other,train,openness,dissociation
IPIP,ifoundthatiwasabletoignorepain,Q1428,DES,Found that I was able to ignore pain,I found that I was able to ignore pain.,0,0,0,soft,other,test,openness,dissociation
IPIP,italkedoutloudtomyself,Q1431,DES,Talked out loud to myself,I talked out loud to myself.,0,0,0,soft,other,test,neuroticism,dissociation
IPIP,ifeltlikeiwasdreamingwheniwasawake,Q1439,DES,Felt like I was dreaming when I was awake,I felt like I was dreaming when I was awake.,0,0,0,soft,other,train,neuroticism,dissociation
IPIP,ifoundmyselfinaplaceandhadnoideahowihadgottenthere,Q1440,DES,Found myself in a place and had no idea how I had gotten there,I found myself in a place and had no idea how I had gotten there.,0,0,0,soft,other,test,agreeableness,dissociation
IPIP,ifeltlikeiwasdisconnectedfrommybody,Q1441,DES,Felt like I was disconnected from my body,I felt like I was disconnected from my body.,0,0,0,soft,other,train,openness,dissociation
IPIP,ifeltthaticouldnotmovemyhandsorfeet,Q1442,DES,Felt that I could not move my hands or feet,I felt that I could not move my hands or feet.,0,0,0,soft,other,train,neuroticism,dissociation
IPIP,ifoundmyselfdressedinclothesididnotrememberputtingon,Q1443,DES,Found myself dressed in clothes I didn't remember putting on,I found myself dressed in clothes I did not remember putting on.,0,0,0,soft,other,train,conscientiousness,dissociation
IPIP,iworryalotaboutcatchingaseriousillness,Q1449,CAT-PD,Worry a lot about catching a serious illness,I worry a lot about catching a serious illness.,0,0,0,soft,other,train,neuroticism,health anxiety
IPIP,iamafraidthatmylifewillbecutshortbyillness,Q1458,CAT-PD,Am afraid that my life will be cut short by illness,I am afraid that my life will be cut short by illness.,0,0,0,soft,other,train,neuroticism,health anxiety
IPIP,idisregardtheopinionsofothers,Q149,TCI,Disregard the opinions of others,I disregard the opinions of others.,0,0,0,soft,other,train,agreeableness,trust
IPIP,iusuallyenjoybeingwithpeople,Q1505,QB6,Usually enjoy being with people,I usually enjoy being with people.,0,0,0,soft,other,train,extraversion,extraversion
IPIP,iamunpredictablepeopleneverknowwhatiamgoingtosay,Q1525,BSSS,"Am unpredictable, people never know what I am going to say",I am unpredictable people never know what I am going to say.,0,0,0,soft,other,train,agreeableness,risk-taking/sensation-seeking/thrill-seeking
IPIP,iliketobehavespontaneously,Q1532,BIS-BAS,Like to behave spontaneously,I like to behave spontaneously.,0,0,0,soft,other,train,extraversion,risk-taking/sensation-seeking/thrill-seeking
IPIP,irarelyenjoybehavinginasillymanner,Q1546,BIS-BAS,Rarely enjoy behaving in a silly manner,I rarely enjoy behaving in a silly manner.,0,0,0,soft,other,train,extraversion,risk-taking/sensation-seeking/thrill-seeking
IPIP,iamalwaysworriedaboutsomething,Q1563,BIS-BAS,Am always worried about something,I am always worried about something.,0,0,0,soft,other,train,neuroticism,anxiety
IPIP,iuseswearwords,Q1573,HPI,Use swear words,I use swear words.,0,0,0,soft,conscientiousness,train,conscientiousness,dutifulness
IPIP,imakeadecisionandmoveon,Q1583,LOC,Make a decision and move on,I make a decision and move on.,0,0,0,soft,other,train,neuroticism,locus of control
IPIP,idowhatotherswantmetodo,Q160,TCI,Do what others want me to do,I do what others want me to do.,0,0,0,soft,other,train,agreeableness,conformity/dependence/need for approval
IPIP,ibelievethatappearancesareimportant,Q1607,HPI,Believe that appearances are important,I believe that appearances are important.,0,0,0,soft,other,train,openness,appearance
IPIP,iampassionateaboutanythingiaminvolvedin,Q1612,TCI,Am passionate about anything I'm involved in,I am passionate about anything I am involved in.,0,0,0,soft,other,train,extraversion,romanticism
IPIP,ideceivepeople,Q1659,CAT-PD,Deceive people,I deceive people.,0,0,0,soft,other,train,agreeableness,manipulativeness
IPIP,iabusepeopleconfidences,Q1666,PPRF,#N/A,I abuse people confidences.,0,0,0,soft,other,train,conscientiousness,
IPIP,ifaceproblemsdirectly,Q174,TCI,Face problems directly,I face problems directly.,0,0,0,soft,other,test,neuroticism,resourcefulness
IPIP,ikeepmyappointments,Q1740,CAT-PD,Keep my appointments,I keep my appointments.,0,0,0,soft,other,train,conscientiousness,irresponsibility
IPIP,ihavefixedopinions,Q1744,CAT-PD,Have fixed opinions,I have fixed opinions.,0,0,0,soft,other,train,openness,rigidity
IPIP,icanpredicttheoutcomeofevents,Q1761,CAT-PD,Can predict the outcome of events,I can predict the outcome of events.,0,0,0,soft,other,test,agreeableness,irrational beliefs
IPIP,iridiculepeople,Q1771,CAT-PD,Ridicule people,I ridicule people.,0,0,0,soft,other,test,agreeableness,rudeness
IPIP,iexpressmyaffectionphysically,Q1783,EI,Express my affection physically,I express my affection physically.,0,0,0,soft,extraversion,train,extraversion,positive expressivity
IPIP,iknowmystrengths,Q1805,RSES,Know my strengths,I know my strengths.,0,0,0,soft,other,train,neuroticism,self-esteem
IPIP,iknowimmediatelywhattodo,Q1816,HPI,Know immediately what to do,I know immediately what to do.,0,0,0,soft,conscientiousness,train,conscientiousness,self-confidence
IPIP,ifeelthatpeoplehaveahardtimeunderstandingme,Q185,HPI,Feel that people have a hard time understanding me,I feel that people have a hard time understanding me.,0,0,0,soft,extraversion,train,extraversion,cooperation
IPIP,iletotherstakeadvantageofme,Q1850,CAT-PD,Let others take advantage of me,I let others take advantage of me.,0,0,0,soft,other,train,neuroticism,submissiveness
IPIP,ibosspeoplearound,Q1876,CAT-PD,Boss people around,I boss people around.,0,0,0,soft,other,train,agreeableness,dominance
